CAMIS,DBA,CUISINE.DESCRIPTION,full.address
41714713,RALPH'S FAMOUS ITALIAN ICES,Italian,"41 avenue 21415 , NY, US"
50032783,GINZA,Japanese,"lexington ave 800 , NY, US"
41014673,PARISCIEN BAKERY,Bakery,"northern boulevard 9921 , NY, US"
41141439,FREDDY'S DELI,American,"grand street 895 , NY, US"
50016872,Gun Hill Post 271,American,"nereid ave 720 , NY, US"
50009467,BLIMPIE,Sandwiches/Salads/Mixed Buffet,"westchester ave 2200 , NY, US"
41630095,DUNKIN' DONUTS,Donuts,"roosevelt avenue 10227 , NY, US"
50045658,CROWN FRIED CHICKEN,Chicken,"sutter ave 6 , NY, US"
41630730,SANDY'S CAFE,Caf̩/Coffee/Tea,"5 avenue 577 , NY, US"
50035139,TACOS EL BRONCO RESTAURANT,Mexican,"4th ave 4324 , NY, US"
40391498,PEKING RESTAURANT,Chinese,"woodside avenue 5811 , NY, US"
50049330,JUICE CAFE,American,"central ave 6417 , NY, US"
40399090,EUROPA CAFE,Caf̩/Coffee/Tea,"avenue of the americas 1177 , NY, US"
50004244,ANALOGUE,American,"w 8th st 19 , NY, US"
40357437,C & C CATERING SERVICE,American,"18 avenue 7715 , NY, US"
41588040,CASA NONNA,Italian,"west   38 street 310 , NY, US"
50004296,FOUR SEASONS HOTEL NEW YORK,American,"e 57th st 57 , NY, US"
41658460,CHEVYS FRESH MEX,Mexican,"west   42 street 243 , NY, US"
50034723,THE BLACK FLAMINGO,Caf̩/Coffee/Tea,"van brunt st 281 , NY, US"
40932950,HOTEL CARLYLE EMPLOYEE CAFETERIA,American,"east   76 street 35 , NY, US"
41580542,UNCLE LOUIE GS ITALIAN ICES & ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","amboy road 3316 , NY, US"
50014838,FILICORI ZECCHINI,Caf̩/Coffee/Tea,"e 46th st 42 , NY, US"
50019063,VILLAGE NATURAL,Vegetarian,"greenwich ave 46 , NY, US"
41189176,PARK CAFE,American,"7 avenue 861 , NY, US"
41657552,HBH SANDWICHES,American,"smith street 407 , NY, US"
50046586,SUSHI GANSO,Other,"3rd ave 31 , NY, US"
50045256,CROWN FRIED CHICKEN,Chicken,"macdougal st 17 , NY, US"
40660748,ALTA,American,"west   10 street 64 , NY, US"
40645573,PO RESTAURANT,Italian,"cornelia street 31 , NY, US"
50050625,THE WEST 79TH STREET BOAT BASIN CAFE,Other,"park ave 100 , NY, US"
40370519,DIVERS COVE,American,"francis lewis boulevard 2901 , NY, US"
50000418,MILK & PULL CAFE,Caf̩/Coffee/Tea,"irving ave 181 , NY, US"
41585575,SOCO RESTAURANT,Cajun,"myrtle avenue 509 , NY, US"
50000589,EL NUEVO BOHIO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east tremont avenue 791 , NY, US"
41534110,CHANG HONG,Chinese,"irving avenue 409 , NY, US"
41387292,JIB LANES,American,"parsons boulevard 6719 , NY, US"
41721414,SUSHI BENTO,Japanese,"richmond avenue 2655 , NY, US"
50015375,BAGELS & BIALYS,Bagels/Pretzels,"quentin rd 1203 , NY, US"
41618303,GIACOMO'S WOOD FIRED PIZZA,Italian,"third avenue 7902 , NY, US"
50044580,SWEET KITCHEN,Chinese,"bay pkwy 6604 , NY, US"
41365332,DUNKIN' DONUTS,Donuts,"york avenue 1443 , NY, US"
41594717,AUNTIE ANNE'S PRETZELS,Nuts/Confectionary,"atlantic avenue 625 , NY, US"
50032701,KUU,Japanese,"john st 20 , NY, US"
40737935,STARBUCKS,Caf̩/Coffee/Tea,"avenue of the americas 1345 , NY, US"
40367164,NEW FLORIDIAN DINER,American,"flatbush avenue 2301 , NY, US"
50046354,VITE BAR,Italian,"broadway 2507 , NY, US"
50007669,TACO HUT,Tex-Mex,"francis lewis blvd 3267 , NY, US"
41618586,RICHMOND COUNTY YACHT CLUB,American,"mansion avenue 142 , NY, US"
41419933,KOTO SUSHI & STEAK,Japanese,"henry street 552 , NY, US"
50046108,THE BAGEL STORE,Sandwiches/Salads/Mixed Buffet,"avenue u 4113 , NY, US"
41507371,LE PAIN QUOTIDIEN,American,"river terrace 2 , NY, US"
41198990,CHARTWELLS @ COLLEGE OF MOUNT ST. VINCENT - SPELLMAN HALL,American,"riverdale avenue 6301 , NY, US"
40395071,DUNKIN' DONUTS,Donuts,"ditmars boulevard 3114 , NY, US"
50004859,VINNY'S PIT STOP,American,"braddock ave 24121 , NY, US"
50046713,PERFECT PICNIC,Sandwiches,"allen st 81 , NY, US"
50019055,C & B,Caf̩/Coffee/Tea,"e 7th st 178 , NY, US"
50044744,AMERIGO,American,"21st st 4464 , NY, US"
41418337,NICK'S BISTRO,Greek,"metropolitan avenue 10420 , NY, US"
50001961,MI OTRA CASA REST BAR,Spanish,"43rd avenue 91-06 , NY, US"
41582191,LATIN PARADISE,American,"richmond terrace 2032 , NY, US"
41637111,NEW JOHN GARDEN,Chinese,"nostrand avenue 626 , NY, US"
50037765,WEST PLACE TAKE OUT,Chinese,"amsterdam ave 1288 , NY, US"
50016801,A+ CHINESE RESTAURANT,Chinese,"kissena blvd 5906 , NY, US"
40860020,BURGER HEAVEN,Hamburgers,"lexington avenue 804 , NY, US"
50032892,SUBWAY,Sandwiches,"amboy rd 4348B , NY, US"
50003981,SUBWAY,Sandwiches/Salads/Mixed Buffet,"myrtle ave 5420 , NY, US"
41722059,DELTA SKY CLUB,American,"jkf intl airport 4 , NY, US"
40524833,STARBUCKS,Caf̩/Coffee/Tea,"lexington avenue 1280 , NY, US"
41504734,WAH MING HOUSE CHINESE RESTAURAN,Chinese,"fulton street 3423 , NY, US"
41335700,DUNKIN' DONUTS,Donuts,"east  233 street 712 , NY, US"
41645673,69 PIZZERIA,Pizza,"69th st 4917 , NY, US"
41311830,HERSHEYS ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","parsons boulevard 7027 , NY, US"
41644901,OCEAN SIDE RESTAURANT,Caribbean,"merrick blvd 12719 , NY, US"
41359128,SUBWAY,Sandwiches,"3 avenue 3044 , NY, US"
41641581,HAPPY FAMILY KITCHEN,Chinese,"east broadway 213 , NY, US"
41704990,CORAZON LATINO,Spanish,"84 drive 13840 , NY, US"
41704649,POMODORO,Italian,"9 avenue 518 , NY, US"
50037751,KENNEDY FRIED CHICKEN,American,"crotona pkwy 2104 , NY, US"
50018942,FAR EAST CHINESE RESTAURANT,Chinese,"5th ave 471A , NY, US"
41716669,AU BON PAIN,French,"fulton street 111 , NY, US"
41602946,FRANCESCA LA VELA CUCINA,Italian,"amsterdam avenue 373 , NY, US"
40552965,GROUND LEVEL  PUB & GRUB,American,"post avenue 958 , NY, US"
50054480,CITY GRILL,American,"horace harding expy 10223B , NY, US"
50018975,TRENTA TRE PIZZERIA,Pizza/Italian,"madison ave 171 , NY, US"
50009854,MARANELLO TRATTORIA,Italian,"nagle ave 1 , NY, US"
50035381,WENDY'S,Hamburgers,"brighton beach ave 621 , NY, US"
41485907,CORBET AND CONLEY,Delicatessen,"3 avenue 188 , NY, US"
50009539,BLACKSTONE  BAR AND GRILL,American,"riverdale ave 3713 , NY, US"
50012736,CLUB VIBE BAR AND CAFE,Other,"liberty ave 14306 , NY, US"
41720232,VANILLA SKY,"Ice Cream, Gelato, Yogurt, Ices","austin street 7035 , NY, US"
41316444,KYOCHON CHICKEN,Korean,"northern boulevard 15650 , NY, US"
41320016,UNCLE NICK'S,Greek,"8 avenue 382 , NY, US"
40711333,WEST CUISINE-ENCHANTMENT BY MARIA,Caribbean,"clarkson avenue 916 , NY, US"
40565428,BAGEL DELI / VILLAGE GREEN DELI,Bagels/Pretzels,"n arden ave 262 , NY, US"
50015531,SUBWAY,Sandwiches,"fulton street 1507 , NY, US"
41531073,LOMA RESTAURANT COFFEE SHOP,Spanish,"broadway 941 , NY, US"
40619303,CHICKPEA,American,"penn station 0 , NY, US"
41629269,MCDONALD'S,American,"fulton street 52 , NY, US"
41566509,MEXI JOE'S GRILL,Mexican,"laguardia airport 0 , NY, US"
41632528,PRET A MANGER,Sandwiches/Salads/Mixed Buffet,"astor pl 1 , NY, US"
50044350,TACOS TORTAS QUESADILLAS GUERRERO,Mexican,"37th ave 9423 , NY, US"
50016988,URBAN DELI,Delicatessen,"9th ave 677 , NY, US"
50014266,NYU - TORCH CLUB,American,"waverly pl 18 , NY, US"
41490874,SUBWAY,Sandwiches,"delancy street 6466 , NY, US"
41431222,ANGELINA'S RISTORANTE,Italian,"main street 4446 , NY, US"
50017253,FAB CUP,Caf̩/Coffee/Tea,"forest ave 605 , NY, US"
50000818,SUBWAY,Sandwiches,"flatlands avenue 11040 , NY, US"
50046927,ROSE FANTASY RESTAURANT AND BAR,Caribbean,"flatbush ave 1233 , NY, US"
50035401,WHITE TIGER,Korean,"vanderbilt ave 601 , NY, US"
41086575,DUNKIN' DONUTS,Donuts,"broadway 5501 , NY, US"
50052785,Bravo Pizza,American,"7th ave 360 , NY, US"
50039868,FAST PIZZA,Pizza/Italian,"lefferts blvd 8710A , NY, US"
50033120,JAYA,Asian,"baxter st 90 , NY, US"
50005138,HENRY'S LOCAL,Caf̩/Coffee/Tea,"henry st 570 , NY, US"
41601943,BAYSIDE DINER,American,"northern boulevard 20707 , NY, US"
41627762,PICCOLINO,Italian,"amboy road 3935 , NY, US"
41697049,JAMAICAN FLAVORS,Caribbean,"farmers boulevard 11706 , NY, US"
50016327,Liu Liu Seafood Restaurant,Chinese,"8th ave 4508 , NY, US"
50013547,JING WAH CHINESE RESTAURANT,Chinese,"liberty ave 8720 , NY, US"
50009349,JIN SUSHI & THAI,Asian,"e 16th st 1708 , NY, US"
41502332,EL NUEVO POLLO RESTURANT #2,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","morris park avenue 651 , NY, US"
40397486,CREDIT AGRICOLE-CBI EXECUTIVE ROOM,French,"avenue of the americas 1301 , NY, US"
50045384,DAGAN GRILL,American,"strickland ave 6185 , NY, US"
41673128,PARAISO SALUDABLE,Caf̩/Coffee/Tea,"90th st 3708 , NY, US"
50043744,CARIBBEAN COFFEE SHOP,Caribbean,"stanley ave 527 , NY, US"
50040510,CIPURA,Turkish,"emmons ave 1901 , NY, US"
50001494,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"w 42nd st 323 , NY, US"
50048589,CHICKS TO GO,Peruvian,"rockaway beach blvd 9702 , NY, US"
50018327,MOOT BAR,American,"myrtle ave 579 , NY, US"
50051458,SUPER KENNEDY'S CHICKEN & SANDWICH,Chicken,"university ave 2370 , NY, US"
50017138,BHUTANESE EMA DATSI RESTAURANT,Asian,"woodside ave 6721 , NY, US"
41591336,BAR 360,American,"rockaway boulevard 11000 , NY, US"
41698643,NORTHERN DUMPLING KING,Chinese,"main street 4142 , NY, US"
50018027,AT THE WALLACE,American,"broadway 3612 , NY, US"
50002488,BAR NANA,Armenian,"gansevoort street 63 , NY, US"
50000038,BARAWINE,French,"w 120th st 27 , NY, US"
50044107,MR TAKA RAMEN,Japanese,"allen st 170 , NY, US"
40911873,KMR,American,"madison ave fl 1st 575 , NY, US"
41390152,FIVE GUYS FAMOUS BURGERS AND FRIES,Hamburgers,"woodhaven boulevard 7325 , NY, US"
50016060,SENN THAI COMFORT FOOD,Thai,"amsterdam ave 452 , NY, US"
40386747,ARNO RISTORANTE,Italian,"west   38 street 141 , NY, US"
50009134,SPRING GARDEN RESTAURANT,Chinese,"atlantic ave 2689 , NY, US"
40788085,STUDIO CAFE 59,Italian,"chelsea piers 59 , NY, US"
40929201,CLASSIC PIZZA & RESTAURANT,Pizza,"richmond road 3201B , NY, US"
41187546,STAGHORN STEAKHOUSE,Steak,"west   36 street 315 , NY, US"
41235134,JR & SON,American,"lorimer street 575 , NY, US"
41227212,CRESCENT & VINE,American,"ditmars boulevard 2503 , NY, US"
41318993,ADVENTURES AMUSEMENT PARK,American,"shore parkway 1824 , NY, US"
40398531,TRATTORIA ROMANA,Italian,"hylan boulevard 1476 , NY, US"
41436895,MCDONALD'S,Hamburgers,"5 avenue 5121 , NY, US"
50041522,MOLTO BUONA PIZZA,Pizza,"e 170th st 157 , NY, US"
41488716,CENTRO VIVA FELIZ,"Juice, Smoothies, Fruit Salads","lydig avenue 780 , NY, US"
41349911,CAFE COLONIAL RESTAURANT & GRILL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","white plains road 2070 , NY, US"
41494135,LE PAIN QUOTiDIEN,Sandwiches,"west   69 street 2 , NY, US"
41531391,ZEKE'S,American,"3 avenue 7720 , NY, US"
50015446,SOMETHING 1,Korean,"crocheron ave 161-19 , NY, US"
41222198,WAH SING RESTURANT,Chinese,"rockaway avenue 143 , NY, US"
41059712,AMICI BAR,Caf̩/Coffee/Tea,"88 street 7311 , NY, US"
41573961,GOOD VIEW BAKERY,Chinese,"new utrecht ave 7820 , NY, US"
50034055,WRAP N ROLL,Jewish/Kosher,"quentin rd 1119 , NY, US"
41464489,BEEKMAN THEATRE,American,"2 avenue 1271 , NY, US"
41649093,PABLO'S PIZZA,Pizza,"hunts point avenue 889 , NY, US"
41004976,SUBWAY,Sandwiches,"main street 900 , NY, US"
50041617,ITTADI GARDEN & GRILL,Bangladeshi,"37th rd 7307 , NY, US"
41639187,NEW JIN BU RESTAURANT,Chinese,"mother gaston boulevard 49 , NY, US"
50045129,TWO MAMA EMPANADA RESTAURANT,Spanish,"morris ave 976 , NY, US"
41371617,ASIAN STATION BISTRO,Asian,"east   52 street 155 , NY, US"
41011887,THE CITY BAKERY,American,"west   18 street 3 , NY, US"
40849580,CHEITO DURAN DELI GROCERY,Delicatessen,"flushing avenue 5406 , NY, US"
41701450,CIBO EXPRESS,Delicatessen,"laguardia airport 0 , NY, US"
41525351,PASTELES CAPY,Bakery,"29 street 4110 , NY, US"
50009801,SUBWAY,Sandwiches/Salads/Mixed Buffet,"n conduit ave 21925 , NY, US"
50035941,NEW ISLAND GARDEN,Chinese,"castleton ave 823 , NY, US"
41302572,LARCHMONT HOTEL,American,"west   11 street 27 , NY, US"
50039946,NEW PEPERONI'S PIZZA,Pizza,"lafayette ave 1308 , NY, US"
40510293,DON PEPIS DELICATESSEN,Delicatessen,"amtrak level 0 , NY, US"
40387528,WALNUT BUS STOP,American,"east  134 street 881 , NY, US"
50003490,THE SMOKE HOUSE,Caribbean,"linden blvd 18933 , NY, US"
41652034,RUBY'S,American,"boardwalk 1213 , NY, US"
50002497,Cheng's Chinese Restaurant,Chinese,"forest ave 2040 , NY, US"
41132975,CAFE GRUMPY,Caf̩/Coffee/Tea,"meserole avenue 193 , NY, US"
41674562,EVERYMAN ESPRESSO,Caf̩/Coffee/Tea,"west broadway 301 , NY, US"
41559193,SUBWAY,Sandwiches,"church street 165 , NY, US"
41428773,SHERWOOD TO GO,American,"3 avenue 930 , NY, US"
41300940,COOKIE JAR,American,"forest avenue 1226 , NY, US"
41397330,HORUS TOO,Egyptian,"west   46 street 416 , NY, US"
41180292,STARBUCKS,Caf̩/Coffee/Tea,"main street 455 , NY, US"
50032657,EMPIRE GARDEN,Chinese,"springfield blvd 6117 , NY, US"
50046208,HE LONG MINGTAI,Korean,"union st 3626A , NY, US"
41168098,HORUS CAFE,Mediterranean,"east   10 street 293 , NY, US"
50004681,THE CLAM,American,"hudson st 420 , NY, US"
50009435,SUBWAY,Sandwiches/Salads/Mixed Buffet,"canal st 174 , NY, US"
50015745,KING BEE,French,"e 9th st 424 , NY, US"
41074503,FAY DA BAKERY,Bakery,"justice ave 8612 , NY, US"
50009755,FORNO ROSSO PIZZERIA,Italian,"gold st 327 , NY, US"
41072936,LADY M CONFECTIONS,Bakery,"east   78 street 41 , NY, US"
50033893,Muktie Restaurant,American,"e 163rd st 481 , NY, US"
40587720,STARBUCKS,Caf̩/Coffee/Tea,"penn plaza 1 , NY, US"
50011673,COPPER AND OAK,American,"allen st 157 , NY, US"
41121747,BZ GRILL,Greek,"astoria boulevard 2702 , NY, US"
50013172,RIVERDALE PIE GUYS,Pizza,"mosholu avenue 5784 , NY, US"
50049310,"SCHOLASTIC, INC",Other,"broadway 577 , NY, US"
50000548,NEW GOOD TASTE CHINESE RESTAURANT,Chinese,"e 161 st 281 , NY, US"
41720504,NEW GREAT WALL CHINESE RESTAURANT,Chinese,"gravesend neck road 1419 , NY, US"
41583460,HARDING'S,American,"east 21 street 32 , NY, US"
50046741,STOP809,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","w 207th st 537 , NY, US"
50038983,SJL 2,Greek,"50th ave 1007 , NY, US"
50012156,ROAST KITCHEN,American,"water st 199 , NY, US"
50032865,TRUMP GOLF LINKS AT FERRY POINT,American,"hutchinson river pkwy 500 , NY, US"
40976973,EL PASILLO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","103 street 3769 , NY, US"
50033431,LEBRON RESTAURANT,Spanish,"pitkin ave 1567A , NY, US"
41158525,SIDE BY SIDE PIZZA & BUREK,Pizza,"astor avenue 769 , NY, US"
50033076,LA ESQUINA DEL SABOR RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","northern blvd 9901 , NY, US"
41711634,10 POINTS KTV,Chinese,"127 street 2007 , NY, US"
41458353,CORNER CAFE & BAKERY,American,"madison avenue 1246 , NY, US"
41609062,PARADISE CAFE NY RESTAURANT,Spanish,"ogden avenue 1021 , NY, US"
50008086,NO. 1 YUMMY TACO,Chinese,"rockaway blvd 14615 , NY, US"
50037975,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"woodside ave 5801 , NY, US"
50015516,TRUFFA WINE ROOM,Pizza,"riverdale ave 3535 , NY, US"
50053883,MCDONALD'S,American,"55th rd 5960 , NY, US"
41671844,LITTLE CAESARS,Pizza,"3 avenue 1936 , NY, US"
50003374,SAMUDRA INDIAN RESTAURANT,Indian,"37th ave 7518 , NY, US"
41269825,EL QUINTO PINO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","west   24 street 401 , NY, US"
50040952,FRESH WHITE SWAN BAKERY,Bakery,"e broadway 88 , NY, US"
41147913,SUBWAY,Sandwiches,"3 avenue 1885 , NY, US"
41722182,BLANK CAFE,Caf̩/Coffee/Tea,"broadway 25 , NY, US"
41383605,MEDITTERANEAN GRILL,American,"rockaway boulevard 15608 , NY, US"
40402102,TIMMY'S DELI,American,"roosevelt avenue 11102 , NY, US"
50048069,THE COOP,American,"4th ave 9504 , NY, US"
40934264,GRAND CAFE,American,"park avenue 230 , NY, US"
50015637,LITTLE MO,Vietnamese/Cambodian/Malaysia,"myrtle ave 1158 , NY, US"
41627201,FANCY GIRL CATERING,Armenian,"west   13 street 415 , NY, US"
50004071,SECRETS,Caribbean,"nostrand ave 724 , NY, US"
50042718,SEABREEZE FOOD,Caribbean,"ralph ave 1562 , NY, US"
41564856,MASHALLAH SWEETS AND RESTAURANT,Pakistani,"coney island avenue 663 , NY, US"
41178032,BIN NO 220,American,"front street 220 , NY, US"
41198352,TAQUERIA EL GALLO AZTECA,Mexican,"victory boulevard 75 , NY, US"
50035021,PALMYRA,Mediterranean,"coney island ave 2663 , NY, US"
50033676,CAFE ARTE,American,"pine st 20 , NY, US"
41453821,TRIPLE SHOT WORLD ATLAS,Caf̩/Coffee/Tea,"clinton street 3739 , NY, US"
50048673,ISTRIA SPORT CLUB,Eastern European,"astoria blvd 2809 , NY, US"
50046570,CAFE ARTE,Sandwiches/Salads/Mixed Buffet,"pearl st 74 , NY, US"
41013992,MCDONALD'S,Hamburgers,"bruckner boulevard 1865 , NY, US"
41379322,ARRIBA ARRIBA,Mexican,"queens boulevard 4015 , NY, US"
50037264,CAFFE BENE,Caf̩/Coffee/Tea,"5th ave 8614 , NY, US"
41710319,YANG GARDEN,Chinese,"west  187 street 816 , NY, US"
40587376,METRO GRILL,American,"west   35 street 45 , NY, US"
50002734,SALZA PIZZA,Pizza,"woodside ave 73-17 , NY, US"
41043971,DUNKIN' DONUTS,Donuts,"east  149 street 843 , NY, US"
50036672,BAREBURGER,American,"w 57th st 313 , NY, US"
50050665,8TH WONDER JUICE BAR,"Juice, Smoothies, Fruit Salads","2nd ave 370 , NY, US"
50017944,TRE OTTO,Italian,"madison ave 1410 , NY, US"
41004767,SUBWAY,Sandwiches,"31 street 360305 , NY, US"
50001895,JAMBA JUICE,American,"rockefeller plaza 30 , NY, US"
50046937,BS COFFEE SHOP,Delicatessen,"36th ave 2106 , NY, US"
41591157,DELFINI RESTAURANT,American,"tiffany street 500 , NY, US"
40390232,CHO-SEN GARDEN,Jewish/Kosher,"108 street 6443 , NY, US"
41598066,JUNG SIK,Korean,"harrison street 6 , NY, US"
40876932,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","31 avenue 7565 , NY, US"
41698771,YUMMY YUMMY BROOKLYN,Chinese,"rockaway parkway 1349 , NY, US"
41091568,POPEYES LOUISIANA KITCHEN,Chicken,"west  231 street 205 , NY, US"
41681758,CAFE FRESCO,American,"east   60 street 205 , NY, US"
41459621,GINO'S BRICK OVEN PIZZA & TRATTORIA,Pizza,"flatbush avenue 548550 , NY, US"
41349744,SUBWAY,Sandwiches,"flatbush avenue 2101 , NY, US"
41249343,STARBUCKS,Caf̩/Coffee/Tea,"metro tech 6 , NY, US"
50006817,SPIEGEL,Moroccan,"1st ave 26 , NY, US"
50017819,MALAI MARKE,Indian,"e 6th st 318 , NY, US"
41371387,FAIRFIELD INN,American,"college point boulevard 2866 , NY, US"
50005760,BLUESTONE LAKESIDE CAFE,American,"east drive 171 , NY, US"
50007424,CALEXICO,Mexican,"5th ave 278B , NY, US"
41349101,JOE'S PIZZA,Pizza,"prospect park west 259 , NY, US"
40763046,THE HALF KING,American,"west 23 street 505507 , NY, US"
41053329,GOLDEN CHICKEN,Chicken,"hillside avenue 17944 , NY, US"
50001049,COMFORT INN,American,"west 48th street 548 , NY, US"
40400641,TOUCH OF DEE'S,American,"lenox avenue 657 , NY, US"
40372426,DAZIES RESTAURANT,Italian,"queens boulevard 3941 , NY, US"
41486332,IL TRIANGOLO,Italian,"corona avenue 9601 , NY, US"
50010076,WENDY'S,Hamburgers,"whitestone expy 13350 , NY, US"
41447492,JIMBO'S HAMBURGER PALACE,American,"east  163 street 1025 , NY, US"
41509875,LAKRUWANA SRI LANKA UNDER ONE ROOF,Indian,"bay street 668 , NY, US"
41709604,TEXAS CHICKEN & BURGERS,Chicken,"broadway 3486 , NY, US"
50051397,DALY PIE,Bakery,"vanderbilt ave 665 , NY, US"
50040521,FAMOUS NEW YORK PIZZA,Pizza/Italian,"jersey st 430 , NY, US"
40511852,DOMINO'S,Pizza,"third avenue 1993 , NY, US"
41583007,LA PEQUENA TASTE OF ITALY PIZZERIA,Italian,"90 street 3772 , NY, US"
50050373,MARGARITA ISLAND INC,Other,"bowery st 1105 , NY, US"
40698788,JUICE GENERATION,"Juice, Smoothies, Fruit Salads","ninth avenue 644 , NY, US"
50051937,K.C. TAQUERIA COFFEE SHOP,Mexican,"fresh pond rd 6722 , NY, US"
41094459,PIZZA & PASTA CITY,Pizza/Italian,"108 street 6444 , NY, US"
50017185,OASIS JIMMA JUICE BAR,"Juice, Smoothies, Fruit Salads","broadway 3163 , NY, US"
50001041,CROWN FRIED CHICKEN,Chicken,"unionport road 1459 , NY, US"
40376142,LUSARDI'S RESTAURANT,Italian,"second avenue 1494 , NY, US"
50007598,CAFE PARIS,Jewish/Kosher,"16th ave 4424 , NY, US"
41658672,XING HUI LINDA KITCHEN,Chinese,"east tremont avenue 4006 , NY, US"
41580502,FLORIDITA RESTAURANT UPTOWN 2 INC,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","10 avenue 3856 , NY, US"
41549226,16 HANDLES,"Ice Cream, Gelato, Yogurt, Ices","2 avenue 1569 , NY, US"
50014417,SHU HAN JU AUTHENTIC CHINESE CUISINE,Chinese,"6th ave 465 , NY, US"
41667090,COOL FRESH JUICE BAR,"Juice, Smoothies, Fruit Salads","broadway 2661 , NY, US"
41531118,ST JAMES THEATRE,American,"west   44 street 246 , NY, US"
50033152,BAR BOLINAS,Californian,"myrtle ave 455 , NY, US"
41411091,OR-YEHUDA,Jewish/Kosher,"86 avenue 13844 , NY, US"
50055159,NA,Other,"sheepshead bay rd 1631 , NY, US"
50007132,THIRSTY BAR,Other,"jfk international airport NKA , NY, US"
41243875,ANIL'S ROTI SHOP,Caribbean,"liberty avenue 12501 , NY, US"
40387754,TRATTORIA DELLA ARTE,Italian,"7 avenue 900 , NY, US"
50043812,BKLYN HOUSE HOTEL,American,"beaver st 9 , NY, US"
41582149,DONNA BELL'S BAKE SHOP,Bakery,"west   49 street 301 , NY, US"
41215734,GYU-KAKU,Japanese,"3 avenue 805 , NY, US"
50038055,GREAT WALL SHI'S RESTAURANT,Chinese,"lenox ave 527-9 , NY, US"
50000492,SUBWAY,Sandwiches,"francis lewis blvd 2550 , NY, US"
50016106,GREAT DRAGON CHINESE RESTAURANT,Chinese,"linden blvd 22412 , NY, US"
50015168,TIKKA GRILL,Indian,"7th ave 54 , NY, US"
50015632,WESTWAY BAGEL,Bagels/Pretzels,"flushing ave 749 , NY, US"
41175262,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"francis lewis boulevard 3549 , NY, US"
41132242,DOMINO'S,Pizza,"nereid avenue 686 , NY, US"
41671730,TONY'S PIZZERIA,Pizza/Italian,"13 avenue 7623 , NY, US"
41650342,BUTTERFIELD EXPRESS,Bakery,"lexington avenue 1102 , NY, US"
50041646,HIGHLINE CAFE,American,"10th ave 85 , NY, US"
41387166,B & E PUB,American,"main street 225 , NY, US"
50035531,DUNKIN' DONUTS,Donuts,"jfk international airport 1 , NY, US"
41624865,RAMA'S ROTI SHOP,Caribbean,"church avenue 2831 , NY, US"
50033794,YOGURT COUTURE,"Ice Cream, Gelato, Yogurt, Ices","26th ave 21267A , NY, US"
50012798,LOJA'S PIZZA,Pizza/Italian,"e 167th st 190 , NY, US"
41286180,HUNTER DELI,Delicatessen,"lexington avenue 966 , NY, US"
41594950,FAIRFIELD INN & SUITES,American,"3 avenue 181 , NY, US"
50055630,NA,Other,"kenmare st 10 , NY, US"
50015363,DAO PALATE,Asian,"flatbush ave 329 , NY, US"
41302341,BURGER KING,Hamburgers,"broadway 3451 , NY, US"
41707148,KENNEDY FRIED CHICKEN,Chicken,"crotona avenue 2273 , NY, US"
41104596,STADIUM PIZZA BAR RESTAURANT,American,"east  157 street 113115 , NY, US"
50042592,PROMDI,Filipino,"roosevelt ave 6916 , NY, US"
50035292,THE LOCAL @ JFK,American,"jfk intl airport 58h NKA , NY, US"
41627976,GREEN GARDEN,Chinese,"154 street 2220 , NY, US"
41488055,GUACUCO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","irving avenue 44 , NY, US"
41618312,COUNTRY BOYZ JERK YARD RESTAURANT,Caribbean,"east gunhill road 1182 , NY, US"
50036220,ROOF AT PARK SOUTH,American,"e 28th st 124 , NY, US"
50052989,WOK CHI,Chinese,"3rd ave 918 , NY, US"
40560931,ETHEL BARRYMORE THEATER,American,"west   47 street 243 , NY, US"
50002845,LUCY'S WHEY,American,"lexington ave 1417 , NY, US"
41619192,LA DULCE BAKERY,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt avenue 6710 , NY, US"
50037780,MILLE-FEUILLE BAKERY,French,"broadway 2175 , NY, US"
41646831,THE TREATS TRUCK STOP,American,"court street 521 , NY, US"
50046715,GENTILLY,Creole/Cajun,"carmine st 64 , NY, US"
41698781,88 CHINESE RESTAURANT,Chinese,"lenox avenue 473 , NY, US"
41561941,Seoul Chicken,Korean,"clinton street 71 , NY, US"
41213055,LANDSDOWNE ROAD,Irish,"10 avenue 599 , NY, US"
